full_name,description,language,topics,default_branch,license,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,watchers_count,size_kb,is_fork,is_archived,has_wiki,has_projects,has_discussions,contributors_count,commit_count_last_year,has_readme,readme_size_bytes,has_ci_workflow,open_prs_count,release_count,repo_age_days,days_since_last_push,days_since_last_update,commits_per_month,doc_score,maturity_score,community_score,topics_count,is_likely_template,is_abandoned
superdoc-dev/superdoc,🦋️ SuperDoc - modern document editing,TypeScript,"['collaborative', 'docx', 'editor', 'harbour', 'javascript', 'ms-word', 'ms-word-docx-file', 'pdf', 'real-time', 'rich-text-editor', 'wysiwyg']",main,AGPL-3.0,2024-06-03T17:51:38Z,2026-05-29T17:44:32Z,2026-05-29T17:44:29Z,678,150,66,678,325142,False,False,True,False,False,58,0,True,11099,True,42,3658,211,-514,-514,0.0,3,4,11.54,11,False,False
loglayer/loglayer,"A modern logging library for Javascript / Typescript that routes logs to various logging libraries, cloud providers, files, StatsD, and OpenTelemetry while providing a fluent API for specifying log messages, metadata and errors.",TypeScript,"['abstraction', 'bun', 'datadog', 'deno', 'electron', 'file-rotation', 'javascript', 'log', 'log-rotation', 'logger', 'logging', 'logging-library', 'nextjs', 'nodejs', 'opentelemetry', 'pino', 'statsd', 'structured-logging', 'typescript', 'wrapper']",master,MIT,2021-11-25T23:24:36Z,2026-05-29T17:44:31Z,2026-05-29T17:44:27Z,508,10,1,508,10313,False,False,False,False,True,8,0,True,6541,True,0,1539,1132,-514,-514,0.0,2,3,8.63,20,False,False
botpress/botpress,The open-source hub to build & deploy GPT/LLM Agents ⚡️,TypeScript,"['agent', 'ai', 'botpress', 'chatbot', 'chatgpt', 'gpt', 'gpt-4', 'langchain', 'llm', 'nlp', 'openai', 'prompt']",master,MIT,2016-11-16T21:57:59Z,2026-05-29T17:44:22Z,2026-05-29T17:50:35Z,14711,2267,90,14711,320381,False,False,False,False,False,72,0,True,7022,True,57,126,2967,-514,-514,0.0,2,4,17.32,12,False,False
expo/eas-cli,"Fastest way to build, submit, and update iOS and Android apps",TypeScript,"['android', 'apps', 'automation', 'ci', 'cicd', 'cli', 'cloud', 'deployment', 'expo', 'hosting', 'ios', 'mobile', 'react-native']",main,MIT,2020-08-12T17:05:04Z,2026-05-29T17:44:12Z,2026-05-29T17:44:10Z,1301,203,351,1301,21752,False,False,False,False,False,93,0,True,112779,True,121,391,1602,-514,-514,0.0,2,4,12.49,13,False,False
microsoft/vscode-mssql,Visual Studio Code SQL Server extension.,TypeScript,[],main,NOASSERTION,2016-06-26T04:38:04Z,2026-05-29T17:43:54Z,2026-05-29T17:48:14Z,1877,586,188,1877,163808,False,False,True,True,True,107,0,True,30494,True,18,577,3110,-514,-514,0.0,3,5,13.91,0,False,False
ArnasDon/wacrm,,TypeScript,[],main,MIT,2026-04-16T14:04:40Z,2026-05-29T17:43:46Z,2026-05-29T17:43:40Z,643,1304,0,643,876,False,False,False,True,False,2,0,True,4454,True,0,0,-471,-514,-514,0.0,2,3,13.64,0,False,False
dust-tt/dust,Custom AI agent platform to speed up your work.,TypeScript,"['agents', 'large-language-models', 'llm', 'rust']",main,MIT,2022-08-19T07:57:29Z,2026-05-29T17:43:22Z,2026-05-29T17:43:18Z,1365,270,146,1365,921665,False,False,True,True,True,106,12683,True,259,True,140,25,865,-514,-514,439.87,2,5,12.82,4,False,False
darkreader/darkreader,Dark Reader Chrome and Firefox extension,TypeScript,"['accessibility', 'chrome-extension', 'dark-mode', 'dark-theme', 'darkmode', 'eye-care', 'firefox-addon', 'night-mode', 'nightmode']",main,MIT,2014-11-15T14:22:52Z,2026-05-29T17:43:21Z,2026-05-29T17:43:14Z,22043,2713,1440,22043,38268,False,False,True,True,True,1719,0,True,15925,True,40,92,3699,-514,-514,0.0,3,5,17.91,9,False,False
remix-run/remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",TypeScript,[],main,MIT,2020-10-26T19:57:28Z,2026-05-29T17:43:20Z,2026-05-29T17:42:46Z,32991,2768,46,32991,83999,False,False,False,False,True,772,0,True,9534,True,12,552,1527,-514,-514,0.0,2,4,18.33,0,False,False
superset-sh/superset,"Code Editor for the AI Agents Era - Run an army of Claude Code, Codex, etc. on your machine",TypeScript,"['agentic-ai', 'ai-agents', 'claude-code', 'cli', 'codex', 'coding-agents', 'cursor-agent', 'desktop-app', 'developer-tools', 'electron', 'git-worktree', 'llm', 'mcp', 'opencode', 'orchestration', 'parallel-agents', 'terminal', 'tui', 'vibe-coding', 'worktrees']",main,NOASSERTION,2025-10-21T09:16:51Z,2026-05-29T17:49:36Z,2026-05-29T17:56:20Z,11422,960,1174,11422,198007,False,False,False,True,False,66,0,True,11758,True,560,164,-294,-514,-514,0.0,2,5,16.21,20,False,False
rancher/dashboard,The Rancher UI,TypeScript,"['dashboard', 'kubernetes', 'rancher']",master,Apache-2.0,2019-07-25T11:38:17Z,2026-05-29T17:42:18Z,2026-05-29T17:44:54Z,596,335,1112,596,221833,False,False,False,True,True,134,2928,True,1540,True,109,759,1986,-514,-514,44.23,1,5,12.21,3,False,False
Kilo-Org/kilocode,"Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent.",TypeScript,"['ai', 'ai-age', 'ai-coding', 'ai-developer-tools', 'chatgpt', 'claude', 'cli', 'gemini', 'jetbrains', 'sonnet', 'vscode', 'vscode-extension']",main,MIT,2025-03-10T15:34:26Z,2026-05-29T17:44:42Z,2026-05-29T17:41:40Z,19687,2611,1246,19687,435285,False,False,False,True,True,1067,20500,True,7540,True,207,110,-69,-514,-514,20500.0,2,5,17.76,12,False,False
carbon-design-system/carbon-components-svelte,Svelte implementation of the Carbon Design System,TypeScript,"['carbon', 'carbon-design-system', 'component-library', 'design-system', 'svelte', 'svelte-components', 'typescript', 'ui-components', 'ui-library']",master,Apache-2.0,2019-12-15T18:16:39Z,2026-05-29T17:41:32Z,2026-05-29T17:41:44Z,2874,260,61,2874,31946,False,False,False,False,True,107,0,True,9665,True,29,286,1843,-514,-514,0.0,2,4,13.53,9,False,False
OpenAPITools/openapi-generator-cli,A node package wrapper for https://github.com/OpenAPITools/openapi-generator,TypeScript,"['npm', 'openapi', 'openapi-generator', 'openapi2', 'openapi3']",master,Apache-2.0,2018-10-26T10:21:23Z,2026-05-29T17:41:28Z,2026-05-29T17:42:24Z,1945,209,70,1945,17450,False,False,True,True,False,45,0,True,13265,True,22,160,2258,-514,-514,0.0,3,5,12.92,5,False,False
ProjectOpenSea/opensea-js,TypeScript SDK for the OpenSea marketplace,TypeScript,[],main,MIT,2018-07-19T23:03:52Z,2026-05-29T17:41:14Z,2026-05-29T17:41:07Z,2340,1012,0,2340,12847,False,False,True,True,True,77,0,True,4964,True,0,101,2357,-514,-514,0.0,3,4,14.68,0,False,False
jsgrrchg/NeverWrite,The bastard son between Cursor and Obsidian,TypeScript,[],main,Apache-2.0,2026-03-31T17:39:19Z,2026-05-29T17:40:37Z,2026-05-29T17:40:35Z,666,68,21,666,15210,False,False,True,True,True,8,0,True,10729,True,5,12,-455,-514,-514,0.0,3,5,10.74,0,False,False
openobserve/openobserve,"Open source observability platform for logs, metrics, traces, frontend monitoring, pipelines and LLM observability. A sophisticated, simple and highly performant alternative to Datadog, Splunk, and Elasticsearch with 140x lower storage costs and single binary deployment.",TypeScript,"['analytics', 'apm', 'datadog', 'elasticsearch', 'grafana', 'jaeger', 'kibana', 'log-analytics', 'log-management', 'log-search', 'logs', 'metrics', 'monitoring', 'observability', 'openobserve', 'opentelemetry', 'prometheus', 'rust-lang', 'splunk', 'traces']",main,AGPL-3.0,2023-02-02T03:29:51Z,2026-05-29T17:40:05Z,2026-05-29T17:56:43Z,19044,831,558,19044,156539,False,False,True,True,True,113,0,True,19821,True,31,202,698,-514,-514,0.0,3,5,16.58,20,False,False
nestjs/graphql,GraphQL (TypeScript) module for Nest framework (node.js) 🍷,TypeScript,"['apollo', 'apollographql', 'graphql', 'hacktoberfest', 'javascript', 'nest', 'nestjs', 'nodejs', 'typescript']",master,MIT,2017-12-15T15:52:28Z,2026-05-29T17:39:14Z,2026-05-29T17:40:00Z,1547,426,27,1547,19664,False,False,True,True,False,165,0,True,2946,False,7,131,2573,-514,-514,0.0,3,4,13.4,9,False,False
manifoldmarkets/manifold,Manifold Markets: A market for every question,TypeScript,[],main,MIT,2021-11-30T06:35:48Z,2026-05-29T17:39:07Z,2026-05-29T17:39:01Z,507,237,49,507,205511,False,False,False,False,False,139,1051,True,2769,True,49,0,1127,-514,-514,27.98,2,3,11.7,0,False,False
PostHog/posthog.com,"Official docs, website, and handbook for PostHog.",TypeScript,"['design', 'docs', 'gatsby', 'handbook', 'posthog', 'tailwindcss']",master,NOASSERTION,2020-05-01T20:17:52Z,2026-05-29T17:38:44Z,2026-05-29T17:49:38Z,1025,814,1168,1025,2230650,False,False,False,True,True,647,5578,True,6884,True,581,0,1705,-514,-514,98.15,2,4,13.64,6,False,False
grafana/faro-web-sdk,"The Grafana Faro Web SDK, part of the Grafana Faro project, is a highly configurable web SDK for real user monitoring (RUM) that instruments browser frontend applications to capture observability signals. Frontend telemetry can then be correlated with backend and infrastructure data for full-stack observability.",TypeScript,[],main,Apache-2.0,2021-09-23T09:30:45Z,2026-05-29T17:38:53Z,2026-05-29T17:38:39Z,1073,115,143,1073,20918,False,False,True,True,True,63,0,True,5154,True,14,5,1195,-514,-514,0.0,3,5,11.73,0,False,False
refined-github/refined-github,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,TypeScript,"['browser-extension', 'chrome-extension', 'firefox-addon', 'github', 'github-extension', 'safari-extension', 'userstyle']",main,MIT,2016-02-15T16:45:02Z,2026-05-29T17:38:29Z,2026-05-29T17:43:43Z,31432,1767,91,31432,27840,False,False,True,False,False,419,0,True,48899,True,5,195,3242,-514,-514,0.0,3,4,17.83,7,False,False
mermaid-js/mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,TypeScript,"['diagrams', 'diagrams-as-code', 'documentation', 'flowchart', 'javascript', 'mindmap', 'typescript', 'uml-diagrams']",develop,MIT,2014-11-01T23:52:32Z,2026-05-29T17:44:42Z,2026-05-29T17:38:19Z,88334,9017,1657,88334,269316,False,False,True,True,True,813,2138,True,24104,True,248,193,3713,-514,-514,17.27,3,5,20.5,8,False,False
vercel/workflow,"Workflow SDK: Build durable, reliable, and observable apps and AI Agents in TypeScript",TypeScript,[],main,Apache-2.0,2025-10-23T09:07:31Z,2026-05-29T17:38:15Z,2026-05-29T17:58:12Z,2063,268,228,2063,52832,False,False,False,False,True,88,0,True,3036,True,140,470,-296,-514,-514,0.0,2,4,13.23,0,False,False
Shopify/cli,"Build apps, themes, and hydrogen storefronts for Shopify",TypeScript,"['cli', 'oclif', 'shopify', 'shopify-apps', 'shopify-themes', 'typescript']",main,MIT,2022-06-21T13:52:40Z,2026-05-29T17:38:10Z,2026-05-29T17:39:54Z,702,254,129,702,171023,False,False,False,True,False,309,2986,True,3492,True,107,222,924,-514,-514,96.95,2,5,12.1,6,False,False
ruvnet/ruflo,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features    enterprise-grade architecture, self-learning swarm intelligence, RAG integration, and native Claude Code / Codex Integration",TypeScript,"['agentic-ai', 'agentic-framework', 'agentic-rag', 'agentic-workflow', 'agents', 'ai-agent', 'ai-assistant', 'ai-coding', 'ai-skills', 'autonomous-agents', 'claude-code', 'codex', 'mcp-server', 'multi-agent', 'multi-agent-systems', 'npm', 'skills', 'swarm', 'swarm-intelligence', 'typescript']",main,MIT,2025-06-02T21:24:20Z,2026-05-29T17:55:52Z,2026-05-29T17:37:40Z,56349,6409,580,56349,525876,False,False,True,True,True,28,0,True,28778,True,165,1500,-153,-514,-514,0.0,3,5,19.7,20,False,False
scalar/scalar,Scalar is an open-source API platform:　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　🌐 Modern REST API Client　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　📖 Beautiful API References　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　✨ 1st-Class OpenAPI/Swagger Support,TypeScript,"['api', 'api-client', 'docs', 'http-client', 'openapi', 'openapi3', 'reference', 'rest-api', 'swagger', 'vue']",main,MIT,2023-08-16T13:42:32Z,2026-05-29T17:53:05Z,2026-05-29T17:36:57Z,15138,857,89,15138,344381,False,False,False,False,True,222,0,True,81962,True,28,102,503,-514,-514,0.0,2,4,16.38,10,False,False
Runfusion/Fusion,Multi node agent orchestrator - build faster and better,TypeScript,[],main,MIT,2026-04-13T01:43:26Z,2026-05-29T17:37:04Z,2026-05-29T17:36:57Z,641,75,25,641,53714,False,False,True,True,True,20,0,True,22962,True,1,20,-468,-514,-514,0.0,3,5,10.8,0,False,False
Infisical/infisical,"Infisical is the open-source platform for secrets, certificates, and privileged access management.",TypeScript,"['acme', 'certificate-management', 'cli', 'environment-variables', 'go', 'golang', 'node-js', 'open-source', 'pki', 'postgres', 'private-ca', 'secret-management', 'secret-manager', 'secret-scanning', 'secrets', 'secrets-management', 'security', 'security-tools', 'typescript', 'vault']",main,NOASSERTION,2022-08-05T13:50:00Z,2026-05-29T17:36:59Z,2026-05-29T17:37:11Z,27111,1923,569,27111,1524021,False,False,True,True,True,255,9984,True,13103,True,312,520,879,-514,-514,340.75,3,5,17.77,20,False,False
MetaMask/metamask-mobile,Mobile web browser providing access to websites that use the Ethereum blockchain,TypeScript,"['android', 'dapps-browser', 'ios', 'javascript', 'metamask', 'react-native', 'web3']",main,NOASSERTION,2018-07-18T11:47:08Z,2026-05-29T17:36:50Z,2026-05-29T17:48:06Z,2952,1609,1838,2952,1981518,False,False,False,True,False,294,15297,True,11063,True,508,255,2358,-514,-514,194.62,2,5,15.37,7,False,False
polyaxon/haupt,"Lineage metadata API, artifacts streams, sandbox, API, and spaces for Polyaxon",Python,"['bokeh', 'data-processing', 'data-profiling', 'data-science', 'data-visualization', 'deep-learning', 'jupyter', 'lineage', 'machine-learning', 'matplotlib', 'mlops', 'models', 'plotly', 'python', 'pytorch', 'serving', 'tensorflow', 'tracking', 'ui', 'visualization']",master,AGPL-3.0,2016-05-15T20:22:59Z,2026-05-29T17:56:41Z,2026-05-29T17:56:46Z,452,207,0,452,1443,False,False,False,False,False,2,0,True,1071,True,0,0,3152,-514,-514,0.0,1,2,11.45,20,False,False
tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,"['deep-learning', 'deep-neural-networks', 'distributed', 'machine-learning', 'ml', 'neural-network', 'python', 'tensorflow']",master,Apache-2.0,2015-11-07T01:19:20Z,2026-05-29T17:58:18Z,2026-05-29T17:55:04Z,195308,75323,2961,195308,1322956,False,False,False,True,False,5086,13338,True,11914,True,1930,222,3342,-514,-514,119.73,2,5,23.41,8,False,False
lance-format/lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..",Rust,"['apache-arrow', 'computer-vision', 'data-analysis', 'data-analytics', 'data-centric', 'data-format', 'data-science', 'dataops', 'deep-learning', 'duckdb', 'embeddings', 'llms', 'machine-learning', 'mlops', 'python', 'rust']",main,Apache-2.0,2022-07-07T22:29:29Z,2026-05-29T17:55:05Z,2026-05-29T17:55:38Z,6549,687,1203,6549,55733,False,False,True,False,True,214,0,True,8428,True,197,486,908,-514,-514,0.0,3,4,15.32,16,False,False
quantbelt/jupyter-quant,A dockerized Jupyter quant research environment.,Shell,"['ai', 'machine-learning', 'quant-trading', 'quantitative-analysis', 'quantitative-trading', 'trading-strategies']",master,Apache-2.0,2023-08-26T13:56:09Z,2026-05-29T17:54:49Z,2026-05-29T17:54:44Z,241,28,6,241,1603,False,False,True,True,True,2,0,True,7973,True,5,40,493,-514,-514,0.0,3,5,8.86,6,False,False
KudoAI/chatgpt.js,"🤖 A powerful, open source JavaScript library for ChatGPT",JavaScript,"['ai', 'artificial-intelligence', 'bot', 'chat', 'chatbot', 'chatgpt', 'clientside', 'conversational-ai', 'conversational-bots', 'frontend', 'gpt', 'gpt-5', 'javascript', 'kudoai', 'library', 'machine-learning', 'ml', 'nlp', 'openai']",main,,2023-03-15T07:53:55Z,2026-05-29T17:50:27Z,2026-05-29T17:50:22Z,2036,170,24,2036,719523,False,False,False,False,True,35,0,True,42825,True,2,48,657,-514,-514,0.0,2,4,12.76,19,False,False
JuliaLang/julia,The Julia Programming Language,Julia,"['hacktoberfest', 'hpc', 'julia', 'julia-language', 'julialang', 'machine-learning', 'numerical', 'programming-language', 'science', 'scientific']",master,MIT,2011-04-21T07:01:50Z,2026-05-29T17:48:12Z,2026-05-29T17:51:01Z,48722,5780,4711,48722,368230,False,False,False,False,True,1905,2346,True,8301,True,918,199,5003,-514,-514,14.07,2,4,19.46,10,False,False
Eventual-Inc/Daft,"High-performance data engine for AI and multimodal workloads. Process images, audio, video, and structured data at any scale",Rust,"['ai-engineering', 'ai-pipeline', 'arrow', 'artificial-intelligence', 'big-data', 'data-engineering', 'distributed', 'distributed-computing', 'distributed-systems', 'embeddings', 'etl', 'huggingface', 'iceberg', 'machine-learning', 'multimodal', 'parquet', 'python', 'ray', 'rust']",main,Apache-2.0,2022-04-25T22:02:29Z,2026-05-29T17:45:21Z,2026-05-29T17:45:17Z,5533,478,313,5533,68342,False,False,True,True,True,162,0,True,8463,True,67,143,981,-514,-514,0.0,3,5,14.79,19,False,False
rocketride-org/rocketride-server,"High-performance AI pipeline engine with a C++ core and 50+ Python-extensible nodes. Build, debug, and scale LLM workflows with 13+ model providers, 8+ vector databases, and agent orchestration, all from your IDE. Includes VS Code extension, TypeScript/Python SDKs, and Docker deployment.",C++,"['ai', 'cpp', 'data-pipeline', 'data-processing', 'machine-learning', 'mcp', 'python', 'sdk', 'typescript', 'vscode-extension']",develop,MIT,2026-02-11T17:02:53Z,2026-05-29T17:46:56Z,2026-05-29T17:36:21Z,3689,1194,122,3689,101367,False,False,True,True,True,38,0,True,10712,True,56,35,-407,-514,-514,0.0,3,5,15.3,10,False,False
voxel51/fiftyone,Refine high-quality datasets and visual AI models,Python,"['active-learning', 'artificial-intelligence', 'computer-vision', 'data-centric-ai', 'data-cleaning', 'data-curation', 'data-quality', 'data-science', 'deep-learning', 'developer-tools', 'image-classification', 'machine-learning', 'object-detection', 'python', 'unstructured-data', 'vector-search', 'visualization']",develop,Apache-2.0,2020-04-22T13:43:28Z,2026-05-29T17:35:57Z,2026-05-29T17:58:18Z,10741,765,648,10741,2344729,False,False,False,True,False,196,4680,True,19921,True,137,128,1714,-514,-514,81.91,2,5,15.92,17,False,False
sstklen/trump-code,"🔐 AI decoding Trump's posts × stock market | AI 解碼川普推文 × 美股 | AIでトランプ投稿×株式市場を解読 — 31.5M models, 61.3% hit rate, open source",Python,"['ai', 'brute-force', 'machine-learning', 'open-data', 'polymarket', 'prediction', 'signal-analysis', 'stock-market', 'trump', 'truth-social']",main,MIT,2026-03-15T03:13:51Z,2026-05-29T17:34:10Z,2026-05-29T17:34:05Z,760,104,1,760,22596,False,False,True,True,True,6,0,True,17377,True,0,1,-439,-514,-514,0.0,3,4,11.29,10,False,False
strands-agents/sdk-python,A model-driven approach to building AI agents in just a few lines of code.,Python,"['agentic', 'agentic-ai', 'agents', 'ai', 'anthropic', 'autonomous-agents', 'bedrock', 'genai', 'litellm', 'llama', 'llm', 'machine-learning', 'mcp', 'multi-agent-systems', 'ollama', 'openai', 'opentelemetry', 'python', 'strands-agents']",main,Apache-2.0,2025-05-14T19:59:51Z,2026-05-29T17:34:10Z,2026-05-29T17:34:04Z,5966,855,523,5966,33495,False,False,False,False,True,207,0,True,13424,True,184,59,-134,-514,-514,0.0,2,4,15.45,19,False,False
flwrlabs/flower,Flower: A Friendly Federated AI Framework,Python,"['ai', 'android', 'artificial-intelligence', 'cpp', 'deep-learning', 'federated-analytics', 'federated-learning', 'federated-learning-framework', 'fleet-intelligence', 'fleet-learning', 'flower', 'framework', 'grpc', 'ios', 'machine-learning', 'python', 'pytorch', 'raspberry-pi', 'scikit-learn', 'tensorflow']",main,Apache-2.0,2020-02-17T11:51:29Z,2026-05-29T17:34:03Z,2026-05-29T17:48:38Z,6920,1196,325,6920,287412,False,False,False,True,False,165,0,True,11434,True,296,46,1779,-514,-514,0.0,2,5,15.93,20,False,False
ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Python,"['data-science', 'deep-learning', 'deployment', 'distributed', 'hyperparameter-optimization', 'hyperparameter-search', 'large-language-models', 'llm', 'llm-inference', 'llm-serving', 'machine-learning', 'optimization', 'parallel', 'python', 'pytorch', 'ray', 'reinforcement-learning', 'rllib', 'serving', 'tensorflow']",master,Apache-2.0,2016-10-25T19:38:30Z,2026-05-29T17:31:41Z,2026-05-29T17:44:15Z,42705,7610,3457,42705,737280,False,False,False,True,False,1593,6533,True,6506,True,617,125,2989,-514,-514,65.57,2,5,19.6,20,False,False
K-Dense-AI/agentic-data-scientist,An end-to-end Data Scientist,Python,"['agentic-ai', 'data-science', 'machine-learning']",main,MIT,2025-11-04T07:29:49Z,2026-05-29T17:31:15Z,2026-05-29T17:31:10Z,647,98,1,647,268,False,False,False,False,False,3,0,True,25277,True,1,4,-308,-514,-514,0.0,2,4,11.07,3,False,False
PerforatedAI/PerforatedAI,Add Dendrites to your PyTorch Project,Python,"['artificial-dendrite-networks', 'artificial-dendrites', 'artificial-neural-networks', 'artificial-neuron', 'deep-learning', 'dendrite', 'dendrite-networks', 'dendrites', 'dendritic-ai', 'dendritic-computation', 'dendritic-networks', 'dendritic-optimization', 'machine-learning', 'machine-learning-algorithms', 'ml-optimization', 'mlops', 'neural-network', 'neural-networks', 'open-source', 'pytorch']",main,Apache-2.0,2025-06-18T14:33:11Z,2026-05-29T17:29:08Z,2026-05-29T17:29:02Z,225,81,36,225,608475,False,False,True,True,False,37,0,True,9893,True,34,0,-169,-514,-514,0.0,3,4,9.83,20,False,False
nshiab/simple-data-analysis,"Easy-to-use and high-performance TypeScript library for data analysis. Works with tabular, geospatial and vector data.",TypeScript,"['ai', 'analysis', 'bun', 'data', 'data-analysis', 'data-science', 'deno', 'duckdb', 'geospatial', 'javascript', 'llm', 'machine-learning', 'node', 'node-js', 'nodejs', 'spatial', 'spatial-analysis', 'sql', 'typescript']",main,MIT,2022-04-26T14:16:54Z,2026-05-29T17:28:02Z,2026-05-29T17:27:59Z,348,20,4,348,17885,False,False,False,False,True,9,0,True,25750,True,0,334,980,-514,-514,0.0,2,3,8.9,19,False,False
flyteorg/flyte,"Dynamic, resilient AI orchestration. Coordinate data, models, and compute as you build AI workflows.",Go,"['agentic', 'ai-agents', 'ai-development-tools', 'data-analysis', 'data-science', 'declarative', 'fine-tuning', 'flyte', 'golang', 'grpc', 'hacktoberfest', 'kubernetes', 'llm', 'machine-learning', 'mlops', 'orchestration-engine', 'production', 'python', 'scale', 'workflow']",main,Apache-2.0,2019-10-21T17:40:04Z,2026-05-29T17:27:33Z,2026-05-29T17:26:59Z,7050,823,194,7050,376525,False,False,False,True,True,321,0,True,5427,True,99,178,1898,-514,-514,0.0,2,5,15.58,20,False,False
heal-research/operon,C++ Large Scale Genetic Programming,C++,"['cmake', 'cpp', 'cpp17', 'genetic-algorithm', 'genetic-programming', 'machine-learning', 'mathematical-expressions', 'optimization-algorithms', 'python', 'python-bindings', 'symbolic-regression', 'vcpkg']",main,MIT,2019-09-10T20:19:07Z,2026-05-29T17:24:38Z,2026-05-29T17:24:33Z,207,36,6,207,23976,False,False,True,True,True,9,0,True,6628,True,2,0,1939,-514,-514,0.0,3,4,8.95,12,False,False
Oxen-AI/Oxen,Lightning fast data version control system for structured and unstructured machine learning datasets. We aim to make versioning datasets as easy as versioning code.,Rust,"['artificial-intelligence', 'data-science', 'machine-learning', 'python', 'rust', 'version-control']",main,Apache-2.0,2022-08-01T21:57:25Z,2026-05-29T17:24:01Z,2026-05-29T17:23:57Z,1148,29,40,1148,347694,False,False,True,True,True,30,0,True,12712,True,22,114,883,-514,-514,0.0,3,5,10.45,6,False,False
apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",Python,"['airflow', 'apache', 'apache-airflow', 'automation', 'dag', 'data-engineering', 'data-integration', 'data-orchestrator', 'data-pipelines', 'data-science', 'elt', 'etl', 'machine-learning', 'mlops', 'orchestration', 'python', 'scheduler', 'workflow', 'workflow-engine', 'workflow-orchestration']",main,Apache-2.0,2015-04-13T18:04:58Z,2026-05-29T17:23:38Z,2026-05-29T17:24:49Z,45596,17132,1742,45596,617948,False,False,False,True,True,4395,8732,True,40675,True,517,121,3550,-514,-514,73.79,2,5,20.48,20,False,False
pytorch/rl,"A modular, primitive-first, python-first PyTorch library for Reinforcement Learning.",Python,"['ai', 'control', 'decision-making', 'distributed-computing', 'machine-learning', 'marl', 'model-based-reinforcement-learning', 'multi-agent-reinforcement-learning', 'pytorch', 'reinforcement-learning', 'rl', 'robotics', 'torch']",main,MIT,2022-02-01T17:17:36Z,2026-05-29T17:22:07Z,2026-05-29T17:53:49Z,3449,456,292,3449,404824,False,False,False,True,True,210,0,True,44187,True,98,31,1064,-514,-514,0.0,2,5,14.27,13,False,False
modal-labs/modal-client,SDK libraries for Modal,Python,"['ai', 'cloud', 'data-science', 'distributed', 'genai', 'machine-learning', 'modal', 'python', 'serverless']",main,Apache-2.0,2022-10-18T23:14:11Z,2026-05-29T17:20:55Z,2026-05-29T17:20:50Z,475,98,18,475,17107,False,False,False,True,False,94,0,True,2701,True,0,0,805,-514,-514,0.0,2,3,10.76,9,False,False
srbhr/Resume-Matcher,"Improve your resumes with Resume Matcher. Get insights, keyword suggestions and tune your resumes to job descriptions. ",TypeScript,"['applicant-tracking-system', 'ats', 'hacktoberfest', 'machine-learning', 'natural-language-processing', 'nextjs', 'python', 'resume', 'resume-builder', 'resume-parser', 'text-similarity', 'typescript', 'vector-search', 'word-embeddings']",main,Apache-2.0,2020-04-08T03:26:49Z,2026-05-29T17:20:29Z,2026-05-29T17:49:48Z,27194,4845,65,27194,161500,False,False,False,False,True,82,0,True,13332,True,39,6,1728,-514,-514,0.0,2,4,18.7,14,False,False
rapidsai/cuvs,cuVS - a library for vector search and clustering on the GPU,Cuda,"['anns', 'clustering', 'cuda', 'distance', 'gpu', 'information-retrieval', 'llm', 'machine-learning', 'nearest-neighbors', 'neighborhood-methods', 'similarity-search', 'sparse', 'statistics', 'vector-search', 'vector-similarity', 'vector-store']",main,Apache-2.0,2023-11-20T15:42:25Z,2026-05-29T17:30:01Z,2026-05-29T17:19:49Z,769,190,546,769,21920,False,False,True,True,True,82,0,True,10232,True,94,17,407,-514,-514,0.0,3,5,11.9,16,False,False
Nixtla/neuralforecast,Scalable and user friendly neural :brain: forecasting algorithms.,Python,"['baselines', 'baselines-zoo', 'deep-learning', 'deep-neural-networks', 'deepar', 'esrnn', 'forecasting', 'hierarchical-forecasting', 'hint', 'machine-learning', 'nbeats', 'nbeatsx', 'neural-network', 'nhits', 'probabilistic-forecasting', 'pytorch', 'robust-regression', 'tft', 'time-series', 'transformer']",main,Apache-2.0,2021-04-26T00:15:19Z,2026-05-29T17:18:12Z,2026-05-29T17:18:07Z,4135,491,38,4135,165601,False,False,True,True,True,63,0,True,12910,True,6,36,1345,-514,-514,0.0,3,5,14.53,20,False,False
